"Date Time, GMT+00:00","Rain, in (LGR S/N: 10548977, SEN S/N: 10550045)","Temp, °F (LGR S/N: 10548977, SEN S/N: 10553808)",Temp °C,"Water Content, m³/m³ (LGR S/N: 10548977, SEN S/N: 20014024)"
7/2/2017 9:54,0,63.862,17.70111111,0.3352
7/2/2017 9:59,0,63.689,17.605,0.3348
7/2/2017 10:04,0,63.561,17.53388889,0.3352
7/2/2017 10:09,0,63.604,17.55777778,0.3352
7/2/2017 10:14,0,63.775,17.65277778,0.3352
7/2/2017 10:19,0,63.648,17.58222222,0.3348
7/2/2017 10:24,0,63.475,17.48611111,0.3352
7/2/2017 10:29,0,63.561,17.53388889,0.3352
7/2/2017 10:34,0,63.775,17.65277778,0.3352
7/2/2017 10:39,0,63.903,17.72388889,0.3352
7/2/2017 10:44,0,64.117,17.84277778,0.3348
7/2/2017 10:49,0,64.204,17.89111111,0.3352
7/2/2017 10:54,0,64.288,17.93777778,0.3352
7/2/2017 10:59,0,64.375,17.98611111,0.3348
7/2/2017 11:04,0,64.288,17.93777778,0.3348
7/2/2017 11:09,0,64.204,17.89111111,0.3348
7/2/2017 11:14,0,64.288,17.93777778,0.3352
7/2/2017 11:19,0,64.375,17.98611111,0.3348
7/2/2017 11:24,0,64.503,18.05722222,0.3348
7/2/2017 11:29,0,64.589,18.105,0.3348
7/2/2017 11:34,0,64.845,18.24722222,0.3348
7/2/2017 11:39,0,65.017,18.34277778,0.3348
7/2/2017 11:44,0,65.145,18.41388889,0.3348
7/2/2017 11:49,0,65.23,18.46111111,0.3348
7/2/2017 11:54,0,65.316,18.50888889,0.3348
7/2/2017 11:59,0,65.615,18.675,0.3348
7/2/2017 12:04,0,66.087,18.93722222,0.3348
7/2/2017 12:09,0,66.6,19.22222222,0.3343
7/2/2017 12:14,0,66.985,19.43611111,0.3348
7/2/2017 12:19,0,67.158,19.53222222,0.3348
7/2/2017 12:24,0,67.372,19.65111111,0.3348
7/2/2017 12:29,0,67.329,19.62722222,0.3343
7/2/2017 12:34,0,67.543,19.74611111,0.3348
7/2/2017 12:39,0,67.928,19.96,0.3348
7/2/2017 12:44,0,67.971,19.98388889,0.3343
7/2/2017 12:49,0,68.571,20.31722222,0.3343
7/2/2017 12:54,0,69.085,20.60277778,0.3348
7/2/2017 12:59,0,69.858,21.03222222,0.3343
7/2/2017 13:04,0,70.201,21.22277778,0.3343
7/2/2017 13:09,0,70.716,21.50888889,0.3343
7/2/2017 13:14,0,72.221,22.345,0.3343
7/2/2017 13:19,0,72.739,22.63277778,0.3343
7/2/2017 13:24,0,73.299,22.94388889,0.3339
7/2/2017 13:29,0,75.594,24.21888889,0.3343
7/2/2017 13:34,0,78.121,25.62277778,0.3343
7/2/2017 13:39,0,78.996,26.10888889,0.3343
7/2/2017 13:44,0,77.77,25.42777778,0.3339
7/2/2017 13:49,0,79.612,26.45111111,0.3343
7/2/2017 13:54,0,78.602,25.89,0.3339
7/2/2017 13:59,0,80.096,26.72,0.3339
7/2/2017 14:04,0,81.199,27.33277778,0.3339
7/2/2017 14:09,0,82.13,27.85,0.3339
7/2/2017 14:14,0,80.978,27.21,0.3339
7/2/2017 14:19,0,81.952,27.75111111,0.3339
7/2/2017 14:24,0,84.317,29.065,0.3339
7/2/2017 14:29,0,85.802,29.89,0.3339
7/2/2017 14:34,0,86.891,30.495,0.3339
7/2/2017 14:39,0,87.028,30.57111111,0.3339
7/2/2017 14:44,0,86.164,30.09111111,0.3335
7/2/2017 14:49,0,84.317,29.065,0.3335
7/2/2017 14:54,0,82.308,27.94888889,0.3335
7/2/2017 14:59,0,80.008,26.67111111,0.3335
7/2/2017 15:04,0,80.139,26.74388889,0.333
7/2/2017 15:09,0,81.288,27.38222222,0.3335
7/2/2017 15:14,0,79.92,26.62222222,0.333
7/2/2017 15:19,0,80.668,27.03777778,0.333
7/2/2017 15:24,0,81.819,27.67722222,0.333
7/2/2017 15:29,0,82.175,27.875,0.333
7/2/2017 15:34,0,82.886,28.27,0.3326
7/2/2017 15:39,0,81.023,27.235,0.3326
7/2/2017 15:44,0,82.175,27.875,0.3326
7/2/2017 15:49,0,83.736,28.74222222,0.3326
7/2/2017 15:54,0,83.109,28.39388889,0.3326
7/2/2017 15:59,0,83.422,28.56777778,0.3321
7/2/2017 16:04,0,81.288,27.38222222,0.3321
7/2/2017 16:09,0,82.042,27.80111111,0.3321
7/2/2017 16:14,0,83.109,28.39388889,0.3321
7/2/2017 16:19,0,83.064,28.36888889,0.3317
7/2/2017 16:24,0,83.021,28.345,0.3317
7/2/2017 16:29,0,82.708,28.17111111,0.3317
7/2/2017 16:34,0,83.332,28.51777778,0.3317
7/2/2017 16:39,0,83.691,28.71722222,0.3317
7/2/2017 16:44,0,83.824,28.79111111,0.3312
7/2/2017 16:49,0,83.467,28.59277778,0.3312
7/2/2017 16:54,0,83.377,28.54277778,0.3308
7/2/2017 16:59,0,83.467,28.59277778,0.3308
7/2/2017 17:04,0,84.362,29.09,0.3304
7/2/2017 17:09,0,85.757,29.865,0.3308
7/2/2017 17:14,0,85.307,29.615,0.3308
7/2/2017 17:19,0,86.301,30.16722222,0.3308
7/2/2017 17:24,0,86.391,30.21722222,0.3308
7/2/2017 17:29,0,86.256,30.14222222,0.3304
7/2/2017 17:34,0,85.939,29.96611111,0.3304
7/2/2017 17:39,0,86.164,30.09111111,0.3299
7/2/2017 17:44,0,86.844,30.46888889,0.3299
7/2/2017 17:49,0,86.799,30.44388889,0.3299
7/2/2017 17:54,0,88.259,31.255,0.3299
7/2/2017 17:59,0,87.528,30.84888889,0.3299
7/2/2017 18:04,0,87.028,30.57111111,0.3295
7/2/2017 18:09,0,86.211,30.11722222,0.3295
7/2/2017 18:14,0,88.306,31.28111111,0.329
7/2/2017 18:19,0,90.612,32.56222222,0.329
7/2/2017 18:24,0,88.718,31.51,0.329
7/2/2017 18:29,0,89.638,32.02111111,0.3286
7/2/2017 18:34,0,88.855,31.58611111,0.3282
7/2/2017 18:39,0,87.073,30.59611111,0.3282
7/2/2017 18:44,0,86.891,30.495,0.3282
7/2/2017 18:49,0,88.351,31.30611111,0.3282
7/2/2017 18:54,0,89.499,31.94388889,0.3277
7/2/2017 18:59,0,87.528,30.84888889,0.3277
7/2/2017 19:04,0,88.396,31.33111111,0.3277
7/2/2017 19:09,0,89.638,32.02111111,0.3277
7/2/2017 19:14,0,88.534,31.40777778,0.3274
7/2/2017 19:19,0,89.269,31.81611111,0.3274
7/2/2017 19:24,0,88.214,31.23,0.3269
7/2/2017 19:29,0,88.902,31.61222222,0.3269
7/2/2017 19:34,0,88.306,31.28111111,0.3269
7/2/2017 19:39,0,88.167,31.20388889,0.3265
7/2/2017 19:44,0,89.546,31.97,0.3265
7/2/2017 19:49,0,90.009,32.22722222,0.3265
7/2/2017 19:54,0,89.638,32.02111111,0.3265
7/2/2017 19:59,0,88.718,31.51,0.3261
7/2/2017 20:04,0,89.454,31.91888889,0.3261
7/2/2017 20:09,0,90.797,32.665,0.3256
7/2/2017 20:14,0,90.286,32.38111111,0.3256
7/2/2017 20:19,0,90.612,32.56222222,0.3256
7/2/2017 20:24,0,90.286,32.38111111,0.3256
7/2/2017 20:29,0,89.915,32.175,0.3252
7/2/2017 20:34,0,89.407,31.89277778,0.3249
7/2/2017 20:39,0,89.593,31.99611111,0.3249
7/2/2017 20:44,0,90.239,32.355,0.3249
7/2/2017 20:49,0,91.402,33.00111111,0.3249
7/2/2017 20:54,0,89.731,32.07277778,0.3249
7/2/2017 20:59,0,90.424,32.45777778,0.324
7/2/2017 21:04,0,90.936,32.74222222,0.324
7/2/2017 21:09,0,88.993,31.66277778,0.324
7/2/2017 21:14,0,90.147,32.30388889,0.3235
7/2/2017 21:19,0,89.638,32.02111111,0.3235
7/2/2017 21:24,0,89.04,31.68888889,0.3231
7/2/2017 21:29,0,89.87,32.15,0.3231
7/2/2017 21:34,0,88.855,31.58611111,0.3231
7/2/2017 21:39,0,87.346,30.74777778,0.3231
7/2/2017 21:44,0,88.718,31.51,0.3228
7/2/2017 21:49,0,88.626,31.45888889,0.3228
7/2/2017 21:54,0,86.617,30.34277778,0.3228
7/2/2017 21:59,0,86.119,30.06611111,0.3228
7/2/2017 22:04,0,86.799,30.44388889,0.3228
7/2/2017 22:09,0,87.118,30.62111111,0.3228
7/2/2017 22:14,0,86.437,30.24277778,0.3228
7/2/2017 22:19,0,85.352,29.64,0.3223
7/2/2017 22:24,0,84.945,29.41388889,0.3228
7/2/2017 22:29,0,84.812,29.34,0.3223
7/2/2017 22:34,0,84.587,29.215,0.3223
7/2/2017 22:39,0,84.227,29.015,0.3223
7/2/2017 22:44,0,83.914,28.84111111,0.3223
7/2/2017 22:49,0,84.094,28.94111111,0.3223
7/2/2017 22:54,0,83.914,28.84111111,0.3219
7/2/2017 22:59,0,83.601,28.66722222,0.3219
7/2/2017 23:04,0,83.511,28.61722222,0.3219
7/2/2017 23:09,0,83.199,28.44388889,0.3223
7/2/2017 23:14,0,83.109,28.39388889,0.3223
7/2/2017 23:19,0,82.798,28.22111111,0.3219
7/2/2017 23:24,0,82.53,28.07222222,0.3223
7/2/2017 23:29,0,82.085,27.825,0.3219
7/2/2017 23:34,0,81.597,27.55388889,0.3219
7/2/2017 23:39,0,81.421,27.45611111,0.3219
7/2/2017 23:44,0,80.713,27.06277778,0.3219
7/2/2017 23:49,0,80.139,26.74388889,0.3219
7/2/2017 23:54,0,80.096,26.72,0.3219
7/2/2017 23:59,0,79.92,26.62222222,0.3219
7/3/2017 0:04,0,79.524,26.40222222,0.3219
7/3/2017 0:09,0,79.48,26.37777778,0.3219
7/3/2017 0:14,0,79.347,26.30388889,0.3219
7/3/2017 0:19,0,79.084,26.15777778,0.3216
7/3/2017 0:24,0,78.602,25.89,0.3219
7/3/2017 0:29,0,78.251,25.695,0.3219
7/3/2017 0:34,0,78.076,25.59777778,0.3219
7/3/2017 0:39,0.008,78.165,25.64722222,0.3223
7/3/2017 0:44,0,78.208,25.67111111,0.3223
7/3/2017 0:49,0.008,77.902,25.50111111,0.3219
7/3/2017 0:54,0,74.77,23.76111111,0.3223
7/3/2017 0:59,0,73.126,22.84777778,0.3219
7/3/2017 1:04,0.008,72.264,22.36888889,0.3219
7/3/2017 1:09,0,71.661,22.03388889,0.3219
7/3/2017 1:14,0.008,71.146,21.74777778,0.3219
7/3/2017 1:19,0.008,70.759,21.53277778,0.3219
7/3/2017 1:24,0,70.759,21.53277778,0.3219
7/3/2017 1:29,0.008,70.459,21.36611111,0.3219
7/3/2017 1:34,0.016,70.63,21.46111111,0.3223
7/3/2017 1:39,0.008,70.673,21.485,0.3223
7/3/2017 1:44,0.016,70.93,21.62777778,0.3223
7/3/2017 1:49,0.016,71.103,21.72388889,0.3223
7/3/2017 1:54,0.008,71.06,21.7,0.3223
7/3/2017 1:59,0.016,70.803,21.55722222,0.3228
7/3/2017 2:04,0.008,70.587,21.43722222,0.3231
7/3/2017 2:09,0.008,70.543,21.41277778,0.3231
7/3/2017 2:14,0.016,70.63,21.46111111,0.3235
7/3/2017 2:19,0.016,70.543,21.41277778,0.324
7/3/2017 2:24,0.016,70.416,21.34222222,0.3244
7/3/2017 2:29,0.024,70.158,21.19888889,0.3249
7/3/2017 2:34,0.016,69.814,21.00777778,0.3252
7/3/2017 2:39,0.008,69.343,20.74611111,0.3256
7/3/2017 2:44,0.008,68.999,20.555,0.3269
7/3/2017 2:49,0,68.828,20.46,0.3277
7/3/2017 2:54,0.008,68.527,20.29277778,0.329
7/3/2017 2:59,0,68.484,20.26888889,0.3299
7/3/2017 3:04,0.008,68.313,20.17388889,0.3308
7/3/2017 3:09,0,68.142,20.07888889,0.3321
7/3/2017 3:14,0,68.056,20.03111111,0.333
7/3/2017 3:19,0,67.798,19.88777778,0.3339
7/3/2017 3:24,0,67.627,19.79277778,0.3343
7/3/2017 3:29,0,67.456,19.69777778,0.3352
7/3/2017 3:34,0,67.413,19.67388889,0.3357
7/3/2017 3:39,0,67.329,19.62722222,0.3361
7/3/2017 3:44,0.008,67.413,19.67388889,0.3367
7/3/2017 3:49,0,67.5,19.72222222,0.3376
7/3/2017 3:54,0,67.586,19.77,0.338
7/3/2017 3:59,0,67.586,19.77,0.3384
7/3/2017 4:04,0,67.456,19.69777778,0.3389
7/3/2017 4:09,0,67.285,19.60277778,0.3393
7/3/2017 4:14,0,67.285,19.60277778,0.3393
7/3/2017 4:19,0,67.285,19.60277778,0.3399
7/3/2017 4:24,0,67.285,19.60277778,0.3399
7/3/2017 4:29,0,67.329,19.62722222,0.3403
7/3/2017 4:34,0,67.456,19.69777778,0.3408
7/3/2017 4:39,0,67.543,19.74611111,0.3412
7/3/2017 4:44,0,67.671,19.81722222,0.3412
7/3/2017 4:49,0,67.757,19.865,0.3418
7/3/2017 4:54,0,67.757,19.865,0.3418
7/3/2017 4:59,0,67.798,19.88777778,0.3422
7/3/2017 5:04,0.008,67.842,19.91222222,0.3422
7/3/2017 5:09,0,67.885,19.93611111,0.3422
7/3/2017 5:14,0.008,67.842,19.91222222,0.3427
7/3/2017 5:19,0,67.757,19.865,0.3427
7/3/2017 5:24,0,67.627,19.79277778,0.3427
7/3/2017 5:29,0,67.627,19.79277778,0.3432
7/3/2017 5:34,0,67.627,19.79277778,0.3432
7/3/2017 5:39,0,67.757,19.865,0.3432
7/3/2017 5:44,0.008,67.714,19.84111111,0.3432
7/3/2017 5:49,0,67.714,19.84111111,0.3437
7/3/2017 5:54,0,67.885,19.93611111,0.3441
7/3/2017 5:59,0,67.885,19.93611111,0.3441
7/3/2017 6:04,0,67.885,19.93611111,0.3441
7/3/2017 6:09,0,67.842,19.91222222,0.3447
7/3/2017 6:14,0,67.971,19.98388889,0.3447
7/3/2017 6:19,0,67.885,19.93611111,0.3447
7/3/2017 6:24,0,68.099,20.055,0.3447
7/3/2017 6:29,0,67.971,19.98388889,0.3451
7/3/2017 6:34,0,67.971,19.98388889,0.3451
7/3/2017 6:39,0,68.056,20.03111111,0.3457
7/3/2017 6:44,0,68.013,20.00722222,0.3451
7/3/2017 6:49,0,68.227,20.12611111,0.3457
7/3/2017 6:54,0,68.099,20.055,0.3457
7/3/2017 6:59,0,67.885,19.93611111,0.3457
7/3/2017 7:04,0,67.714,19.84111111,0.3457
7/3/2017 7:09,0,67.671,19.81722222,0.3461
7/3/2017 7:14,0,67.671,19.81722222,0.3457
7/3/2017 7:19,0,67.757,19.865,0.3461
7/3/2017 7:24,0,67.586,19.77,0.3461
7/3/2017 7:29,0,67.627,19.79277778,0.3461
7/3/2017 7:34,0,67.5,19.72222222,0.3461
7/3/2017 7:39,0,67.5,19.72222222,0.3461
7/3/2017 7:44,0,67.543,19.74611111,0.3457
7/3/2017 7:49,0,67.543,19.74611111,0.3461
7/3/2017 7:54,0,67.413,19.67388889,0.3461
7/3/2017 7:59,0,67.285,19.60277778,0.3461
7/3/2017 8:04,0,67.158,19.53222222,0.3461
7/3/2017 8:09,0,67.329,19.62722222,0.3461
7/3/2017 8:14,0,67.199,19.555,0.3466
7/3/2017 8:19,0,67.199,19.555,0.3466
7/3/2017 8:24,0,67.329,19.62722222,0.3466
7/3/2017 8:29,0,67.285,19.60277778,0.3461
7/3/2017 8:34,0,67.242,19.57888889,0.3466
7/3/2017 8:39,0,67.199,19.555,0.3466
7/3/2017 8:44,0,67.242,19.57888889,0.3466
7/3/2017 8:49,0,67.285,19.60277778,0.3466
7/3/2017 8:54,0,67.285,19.60277778,0.3466
7/3/2017 8:59,0,67.199,19.555,0.3466
7/3/2017 9:04,0,67.114,19.50777778,0.3466
7/3/2017 9:09,0,67.158,19.53222222,0.3466
7/3/2017 9:14,0,67.114,19.50777778,0.3466
7/3/2017 9:19,0,67.071,19.48388889,0.3466
7/3/2017 9:24,0,67.114,19.50777778,0.3466
7/3/2017 9:29,0,67.199,19.555,0.3466
7/3/2017 9:34,0,67.114,19.50777778,0.3471
7/3/2017 9:39,0,67.199,19.555,0.3471
7/3/2017 9:44,0,67.285,19.60277778,0.3471
7/3/2017 9:49,0,67.329,19.62722222,0.3466
7/3/2017 9:54,0,67.329,19.62722222,0.3466
7/3/2017 9:59,0,67.285,19.60277778,0.3471
7/3/2017 10:04,0,67.242,19.57888889,0.3471
7/3/2017 10:09,0,67.199,19.555,0.3471
7/3/2017 10:14,0,67.329,19.62722222,0.3471
7/3/2017 10:19,0,67.285,19.60277778,0.3466
7/3/2017 10:24,0,67.285,19.60277778,0.3466
7/3/2017 10:29,0,67.372,19.65111111,0.3466
7/3/2017 10:34,0,67.5,19.72222222,0.3471
7/3/2017 10:39,0,67.5,19.72222222,0.3466
7/3/2017 10:44,0,67.413,19.67388889,0.3466
7/3/2017 10:49,0,67.456,19.69777778,0.3466
7/3/2017 10:54,0,67.5,19.72222222,0.3471
7/3/2017 10:59,0,67.456,19.69777778,0.3471
7/3/2017 11:04,0,67.456,19.69777778,0.3471
7/3/2017 11:09,0,67.5,19.72222222,0.3466
7/3/2017 11:14,0,67.543,19.74611111,0.3466
7/3/2017 11:19,0,67.543,19.74611111,0.3466
7/3/2017 11:24,0,67.627,19.79277778,0.3471
7/3/2017 11:29,0,67.714,19.84111111,0.3466
7/3/2017 11:34,0,67.714,19.84111111,0.3466
7/3/2017 11:39,0,67.714,19.84111111,0.3471
7/3/2017 11:44,0,67.798,19.88777778,0.3471
7/3/2017 11:49,0,67.798,19.88777778,0.3471
7/3/2017 11:54,0,67.885,19.93611111,0.3466
7/3/2017 11:59,0,67.971,19.98388889,0.3466
7/3/2017 12:04,0,68.013,20.00722222,0.3466
7/3/2017 12:09,0,68.185,20.10277778,0.3466
7/3/2017 12:14,0,68.27,20.15,0.3466
7/3/2017 12:19,0,68.313,20.17388889,0.3466
7/3/2017 12:24,0,68.356,20.19777778,0.3466
7/3/2017 12:29,0,68.443,20.24611111,0.3466
7/3/2017 12:34,0,68.27,20.15,0.3466
7/3/2017 12:39,0,68.484,20.26888889,0.3466
7/3/2017 12:44,0,68.698,20.38777778,0.3466
7/3/2017 12:49,0,68.871,20.48388889,0.3461
7/3/2017 12:54,0,69.042,20.57888889,0.3466
7/3/2017 12:59,0,69.042,20.57888889,0.3466
7/3/2017 13:04,0,69.256,20.69777778,0.3471
7/3/2017 13:09,0,69.514,20.84111111,0.3466
7/3/2017 13:14,0,69.728,20.96,0.3466
7/3/2017 13:19,0,70.072,21.15111111,0.3466
7/3/2017 13:24,0,70.201,21.22277778,0.3471
7/3/2017 13:29,0,70.502,21.39,0.3471
7/3/2017 13:34,0,70.716,21.50888889,0.3466
7/3/2017 13:39,0,70.846,21.58111111,0.3466
7/3/2017 13:44,0,71.103,21.72388889,0.3466
7/3/2017 13:49,0,72.307,22.39277778,0.3471
7/3/2017 13:54,0,72.136,22.29777778,0.3471
7/3/2017 13:59,0,72.394,22.44111111,0.3466
7/3/2017 14:04,0,73.299,22.94388889,0.3466
7/3/2017 14:09,0,73.126,22.84777778,0.3471
7/3/2017 14:14,0,73.904,23.28,0.3466
7/3/2017 14:19,0,73.126,22.84777778,0.3466
7/3/2017 14:24,0,72.912,22.72888889,0.3466
7/3/2017 14:29,0,73.213,22.89611111,0.3466
7/3/2017 14:34,0,72.955,22.75277778,0.3466
7/3/2017 14:39,0,72.826,22.68111111,0.3466
7/3/2017 14:44,0,73.126,22.84777778,0.3466
7/3/2017 14:49,0,73.17,22.87222222,0.3466
7/3/2017 14:54,0,74.077,23.37611111,0.3466
7/3/2017 14:59,0,75.074,23.93,0.3466
7/3/2017 15:04,0,75.724,24.29111111,0.3466
7/3/2017 15:09,0,73.645,23.13611111,0.3461
7/3/2017 15:14,0,73.99,23.32777778,0.3461
7/3/2017 15:19,0,74.25,23.47222222,0.3461
7/3/2017 15:24,0,75.81,24.33888889,0.3461
7/3/2017 15:29,0,75.942,24.41222222,0.3461
7/3/2017 15:34,0,74.12,23.4,0.3461
7/3/2017 15:39,0,74.467,23.59277778,0.3461
7/3/2017 15:44,0,77.203,25.11277778,0.3461
7/3/2017 15:49,0,75.247,24.02611111,0.3457
7/3/2017 15:54,0,74.943,23.85722222,0.3457
7/3/2017 15:59,0,74.943,23.85722222,0.3457
7/3/2017 16:04,0,76.507,24.72611111,0.3457
7/3/2017 16:09,0,78.645,25.91388889,0.3457
7/3/2017 16:14,0,78.165,25.64722222,0.3457
7/3/2017 16:19,0,77.902,25.50111111,0.3457
7/3/2017 16:24,0,79.041,26.13388889,0.3457
7/3/2017 16:29,0,77.553,25.30722222,0.3457
7/3/2017 16:34,0,78.514,25.84111111,0.3451
7/3/2017 16:39,0,78.296,25.72,0.3457
7/3/2017 16:44,0,80.449,26.91611111,0.3457
7/3/2017 16:49,0,80.449,26.91611111,0.3457
7/3/2017 16:54,0,78.996,26.10888889,0.3457
7/3/2017 16:59,0,78.602,25.89,0.3457
7/3/2017 17:04,0,80.272,26.81777778,0.3451
7/3/2017 17:09,0,80.449,26.91611111,0.3451
7/3/2017 17:14,0,80.449,26.91611111,0.3451
7/3/2017 17:19,0,80.272,26.81777778,0.3447
7/3/2017 17:24,0,80.978,27.21,0.3447
7/3/2017 17:29,0,80.404,26.89111111,0.3447
7/3/2017 17:34,0,80.272,26.81777778,0.3441
7/3/2017 17:39,0,81.421,27.45611111,0.3441
7/3/2017 17:44,0,80.404,26.89111111,0.3441
7/3/2017 17:49,0,81.199,27.33277778,0.3437
7/3/2017 17:54,0,83.154,28.41888889,0.3437
7/3/2017 17:59,0,83.467,28.59277778,0.3437
7/3/2017 18:04,0,81.909,27.72722222,0.3437
7/3/2017 18:09,0,81.199,27.33277778,0.3437
7/3/2017 18:14,0,81.775,27.65277778,0.3437
7/3/2017 18:19,0,81.421,27.45611111,0.3432
7/3/2017 18:24,0,82.218,27.89888889,0.3432
7/3/2017 18:29,0,83.287,28.49277778,0.3432
7/3/2017 18:34,0,82.841,28.245,0.3427
7/3/2017 18:39,0,83.601,28.66722222,0.3432
7/3/2017 18:44,0,82.396,27.99777778,0.3427
7/3/2017 18:49,0,83.779,28.76611111,0.3422
7/3/2017 18:54,0,83.869,28.81611111,0.3427
7/3/2017 18:59,0,82.665,28.14722222,0.3427
7/3/2017 19:04,0,83.601,28.66722222,0.3427
7/3/2017 19:09,0,84.857,29.365,0.3422
7/3/2017 19:14,0,86.936,30.52,0.3422
7/3/2017 19:19,0,86.211,30.11722222,0.3422
7/3/2017 19:24,0,87.118,30.62111111,0.3422
7/3/2017 19:29,0,85.532,29.74,0.3418
7/3/2017 19:34,0,85.849,29.91611111,0.3412
7/3/2017 19:39,0,86.844,30.46888889,0.3412
7/3/2017 19:44,0,85.127,29.515,0.3408
7/3/2017 19:49,0,86.301,30.16722222,0.3412
7/3/2017 19:54,0,85.802,29.89,0.3408
7/3/2017 19:59,0,87.163,30.64611111,0.3408
7/3/2017 20:04,0,85.532,29.74,0.3408
7/3/2017 20:09,0,86.482,30.26777778,0.3403
7/3/2017 20:14,0,85.487,29.715,0.3403
7/3/2017 20:19,0,86.482,30.26777778,0.3403
7/3/2017 20:24,0,87.118,30.62111111,0.3403
7/3/2017 20:29,0,85.939,29.96611111,0.3399
7/3/2017 20:34,0,85.082,29.49,0.3399
7/3/2017 20:39,0,86.301,30.16722222,0.3393
7/3/2017 20:44,0,86.844,30.46888889,0.3393
7/3/2017 20:49,0,85.532,29.74,0.3393
7/3/2017 20:54,0,84.945,29.41388889,0.3393
7/3/2017 20:59,0,86.709,30.39388889,0.3389
7/3/2017 21:04,0,86.664,30.36888889,0.3389
7/3/2017 21:09,0,86.527,30.29277778,0.3384
7/3/2017 21:14,0,85.712,29.84,0.3384
7/3/2017 21:19,0,85.984,29.99111111,0.338
7/3/2017 21:24,0,85.712,29.84,0.338
7/3/2017 21:29,0,86.527,30.29277778,0.338
7/3/2017 21:34,0,86.754,30.41888889,0.338
7/3/2017 21:39,0,86.029,30.01611111,0.338
7/3/2017 21:44,0,86.211,30.11722222,0.338
7/3/2017 21:49,0,87.255,30.69722222,0.3376
7/3/2017 21:54,0,86.664,30.36888889,0.3376
7/3/2017 21:59,0,86.256,30.14222222,0.3376
7/3/2017 22:04,0,85.307,29.615,0.3371
7/3/2017 22:09,0,85.397,29.665,0.3371
7/3/2017 22:14,0,85.802,29.89,0.3367
7/3/2017 22:19,0,84.452,29.14,0.3371
7/3/2017 22:24,0,83.869,28.81611111,0.3367
7/3/2017 22:29,0,83.691,28.71722222,0.3367
7/3/2017 22:34,0,83.959,28.86611111,0.3367
7/3/2017 22:39,0,83.779,28.76611111,0.3361
7/3/2017 22:44,0,83.467,28.59277778,0.3361
7/3/2017 22:49,0,83.109,28.39388889,0.3361
7/3/2017 22:54,0,83.154,28.41888889,0.3361
7/3/2017 22:59,0,84.362,29.09,0.3361
7/3/2017 23:04,0,84.587,29.215,0.3361
7/3/2017 23:09,0,84.677,29.265,0.3361
7/3/2017 23:14,0,84.407,29.115,0.3361
